epoch,loss,rs_mean,qos_violation_mean,outage_proxy_mean,ee_mean,lr,sec
1,0.03599537093123775,0.08292243686770413,0.0,0.8105578870495405,0.017325547194357038,0.0009993231474572152,13.761806726455688
2,0.033125437784688606,0.08457284221765558,0.0,0.8088278978880198,0.01780881698614338,0.0009972818934006794,13.60637378692627
3,0.03360232411443821,0.08432117060260715,0.0,0.8093175980393872,0.01779442707628883,0.0009938755372704742,13.631996870040894
4,0.03334728847800588,0.08449846869113696,0.0,0.8092878407861558,0.01762579803435533,0.0009891238336094791,13.544060945510864
5,0.03283966922321203,0.08487916796063312,0.0,0.8095559172469414,0.017527657058049234,0.0009830252116796233,13.663772106170654
6,0.0387922327714098,0.08119033740363688,0.0,0.8113396979548448,0.016902037683101917,0.0009756150393296589,13.51474928855896
7,0.030556962202571654,0.0860964010977836,0.0,0.807631842197816,0.018248076359410392,0.0009668908670297621,13.639248847961426
8,0.030569885885971454,0.08616170749961109,0.0,0.8080827648654306,0.018041094357212607,0.0009568869793165228,13.774450302124023
9,0.0347709595654274,0.08359564648120373,0.0,0.8096526207550903,0.017660978657543375,0.0009456307961508034,13.774349212646484
10,0.025077112853252814,0.08929732369293238,0.0,0.8044013966994783,0.018571841488313912,0.0009331531699482504,13.624674081802368
11,0.03222391272157979,0.08510897051041273,0.0,0.8084985218896457,0.018123393157722316,0.000919488301014977,13.682064294815063
12,0.03428964052874983,0.08386506656547137,0.0,0.8094500309667705,0.018027692614711675,0.0009046736438068956,13.702739953994751
13,0.029830599306551225,0.08649358785270338,0.0,0.806880791220197,0.01805180640436685,0.000888749804269661,13.554439067840576
14,0.03461214097822371,0.08371290835479478,0.0,0.8095926430327761,0.017370279304068627,0.0008717604285405925,13.647626161575317
15,0.037965215605460796,0.08169928455591244,0.0,0.8112079641936015,0.017274531860963973,0.0008537804588684262,13.678743362426758
16,0.026431880319959546,0.08873705580965165,0.0,0.8066722551372154,0.017969907363211624,0.0008348039517379666,13.706451177597046
17,0.028822055475020703,0.08713115004480046,0.0,0.806620171830698,0.018052566362603436,0.000814909770247731,13.724671363830566
18,0.029750514147014705,0.0866125347909976,0.0,0.8072954481181923,0.017897768841531984,0.0007941524429663573,13.751684665679932
19,0.03188799950151356,0.08530218088236997,0.0,0.8081218123984483,0.017830946440162823,0.0007725888642850973,13.638585805892944
20,0.027990883936179926,0.08768941216228934,0.0,0.8064581105496986,0.017666239547538806,0.0007502781384742536,13.654165029525757
21,0.032556361535941165,0.08496816303084376,0.0,0.8088460937599463,0.017606158430905926,0.0007273171820655134,13.73039960861206
22,0.028054734120613958,0.08753062099541883,0.0,0.8056082223639166,0.0177098233217336,0.0007036984050130778,13.783929824829102
23,0.04004362361517055,0.0805925273278042,0.0,0.8129018021324661,0.01647949000380307,0.0006795587801190272,13.721703052520752
24,0.033999425844729314,0.08420503739940821,0.0,0.810138830012339,0.017207871838899783,0.0006548903277132093,14.087269067764282
25,0.02771759264033996,0.08779896646784192,0.0,0.8060668558796491,0.017973320118336897,0.0006297973316854248,13.928719758987427
26,0.029039120130195207,0.08702450152995851,0.0,0.8067751514034037,0.01779161456801985,0.0006043485701935944,13.887256383895874
27,0.0453741253907878,0.07737586886046845,0.0,0.8149980421812256,0.015616837744941787,0.0005786137965240422,13.824066400527954
28,0.035457459089854745,0.08323331008845969,0.0,0.8101498585171495,0.017225505376545647,0.0005526635479025944,13.753967523574829
29,0.031203136705090662,0.08579220925413993,0.0,0.80834124534408,0.01776801406359176,0.0005265689521569439,13.75296926498413
30,0.02562704739486513,0.0891300355650033,0.0,0.8055736060522817,0.017926239031036104,0.000500401532760218,13.756999254226685
31,0.032190098272967926,0.08526991041250875,0.0,0.8090750190195131,0.017200428596090684,0.0004742731127994937,13.680742502212524
32,0.03922508511852267,0.08098384295188399,0.0,0.811800409222673,0.01659235722356224,0.00044817505518227746,13.7379732131958
33,0.032036275231490836,0.08526694448881152,0.0,0.80828219597325,0.017197508995995373,0.00042221904613650037,13.79957103729248
34,0.02566718935189437,0.08896935217390095,0.0,0.8048748906953204,0.018537648097608973,0.0003964762292787757,13.762317419052124
35,0.03734931290332525,0.08217435589996858,0.0,0.8113123993932104,0.016516363901748127,0.00037105595855236163,13.765196561813354
36,0.029188165338309997,0.08705029412740385,0.0,0.8074412048777189,0.017246374848418924,0.0003459498309528012,13.74790358543396
37,0.033443015582996644,0.08457667416006036,0.0,0.8100525750521502,0.01702491361284712,0.00032126594415870293,13.651333332061768
38,0.03248647982083215,0.08496544537629684,0.0,0.8084963179804796,0.01764618916662166,0.0002970719549880141,14.324499607086182
39,0.028260510631956937,0.08742130132285905,0.0,0.8060271492216484,0.01812970303234107,0.00027343417748334705,13.812532663345337
40,0.03710956426988716,0.08235488617212224,0.0,0.8115189909203652,0.016619083362036876,0.0002504521950466602,13.667107582092285
41,0.03419406685772483,0.08397942431287056,0.0,0.8092218304704304,0.016811659304003468,0.00022811841068172262,13.701092958450317
42,0.03047720317734531,0.08618388043545386,0.0,0.8075639163058228,0.017597625587459583,0.00020652983485484907,13.686806678771973
43,0.033820749757571454,0.08419442974280739,0.0,0.8092616556977933,0.01739940109843315,0.00018574564035177762,13.79559850692749
44,0.031453370030946524,0.08552107405347874,0.0,0.807734601793845,0.01811942311640027,0.00016582279520494924,14.345400094985962
45,0.02408191205168063,0.08995449819904136,0.0,0.8044126265985103,0.01868869379668356,0.00014684432996977918,14.549771070480347
46,0.023769737444132383,0.09009959518826585,0.0,0.8037886079286505,0.018385946218928542,0.0001288039710652474,15.784674406051636
47,0.03116180143244793,0.08576306558249482,0.0,0.8078322618102735,0.017600556320604744,0.00011178103467450637,14.376718521118164
48,0.036249354241724395,0.0828088271591691,0.0,0.8108221864773452,0.017018455458441464,9.58458187995855e-05,14.313988208770752
49,0.025302147195657338,0.08937656006568302,0.0,0.8057622508220146,0.017854662252507023,8.09930558455217e-05,14.185400485992432
50,0.03536207056347212,0.08326409654931748,0.0,0.809874142514416,0.017166163006530368,6.728876180056954e-05,14.221535682678223
51,0.02716681101799377,0.08814348955317262,0.0,0.8058522835465297,0.017884141123171552,5.477049918213297e-05,14.209335327148438
52,0.04309935072448356,0.07867257053128218,0.0,0.8135281691521955,0.01597430238998541,4.3472579677915105e-05,14.08485221862793
53,0.030507751563392534,0.08627965637970707,0.0,0.8083978632659269,0.01752340158208529,3.344040639870236e-05,14.182228803634644
54,0.0338957385142888,0.08414465105252257,0.0,0.8090110258456388,0.01689493701071252,2.4670663077815866e-05,14.225749731063843
55,0.03504315443748345,0.08338533469618366,0.0,0.8093086407959826,0.017405755944218212,1.7203764429695922e-05,14.161719799041748
56,0.027174084247347036,0.08822730448254207,0.0,0.8064981384511374,0.017845899898801944,1.1060176704519326e-05,14.023793697357178
57,0.029454575942977807,0.08694280583311172,0.0,0.8080491059762569,0.017410397543561818,6.263072950991226e-06,13.720876455307007
58,0.027470240815102687,0.08808115192251241,0.0,0.8067611361756647,0.01760261867481644,2.8108674234420315e-06,13.674368143081665
59,0.03090841117446408,0.0858956788086614,0.0,0.8074239384542945,0.017328617231026546,7.235805599926186e-07,13.718570947647095
60,0.022169454286069225,0.09118932029821791,0.0,0.8039808203837623,0.018427330934011294,5.22380547707264e-10,13.720072031021118
